Lemonade; Cookies; and a Warm Welcome: Discover the Tatkon Center,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Tatkon Center; Balch Courtyard and Tatkon Center,-76.47917981,42.45325331
Engage with Local and Global Communities,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Kennedy Hall; Call Alumni Auditorium,-76.479259,42.448094
Ice Cream Social at the Engaged Cornell Hub,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Kennedy Hall; 3rd Floor,-76.479259,42.448094
Walk and Talk with Cornell Minds Matter,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Willard Straight Hall; Lobby,-76.485645,42.446558
Gap Year Meet and Greet,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration,Willard Straight Hall; International Lounge,-76.485645,42.446558
First-Generation New Student Social,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,626 Thurston; Conference Room,-76.4808654,42.45183314
Queer Connections: LGBT Resource Center Meet and Greet,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,626 Thurston; LGBT Resource Center,-76.4808654,42.45183314
Class of 2023 Photo,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration,Libe Slope; behind Willard Straight Hall,-76.48636809,42.44857434
Student Veterans Meet and Greet,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Willard Straight Hall; Art Gallery,-76.485645,42.446558
CU Jazz Jam Session,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Lincoln Hall; Loading Dock,-76.483496,42.450147
FREE Screening of 'Citizen Kane'; Directed by Orson Welles,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Willard Straight Hall; Cornell Cinema,-76.485645,42.446558
FREE Screening of 'Howl's Moving Castle'; Directed by Hayao Miyazaki,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Willard Straight Hall; Cornell Cinema,-76.485645,42.446558
FREE Screening of 'The River and the Wall'; Directed by Ben Masters,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Willard Straight Hall; Cornell Cinema,-76.485645,42.446558
Stage Crew Meeting,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Schwartz Center for Performing Arts; Schwartz Center,-76.48593,42.442437
Tatkon Block Party: Celebrate Your First Week!,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Tatkon Center; Inside Tatkon Center if rain.,-76.47917981,42.45325331
Bienvenidos BBQ,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Anna Comstock House; Latino Living Center Courtyard,-76.482343,42.453918
Thank Goodness It's Friday (TGIF),Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Willard Straight Hall,-76.485645,42.446558
FREE Screening of "Spider-Man: Into the Spiderverse" in 3D!,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Willard Straight Hall; Cornell Cinema,-76.485645,42.446558
FREE Screening of "Captain Marvel"; Directed by Anna Boden and Ryan Fleck,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Willard Straight Hall; Cornell Cinema,-76.485645,42.446558
ECO Fest,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Robert Purcell Community Center (RPCC); 1st Floor,-76.477497,42.455934
New Student Open House at The Cornell Store,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,The Cornell Store,-76.484202,42.446744
Welcome Weekend Concert,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Arts Quad,-76.484966,42.44211389
Festival 24,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Schwartz Center for Performing Arts; Black Box Theatre,-76.48593,42.442437
Wind-Down Zone: Swing By and Talk To Us!,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Balch Arch; Front Lawn,-76.478316,42.448307
Cornell International Fair,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Uris Hall; Terrace,-76.482197,42.447205
Reflect at Cornell Welcome Dinner,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration,Tatkon Center; 3330,-76.47917981,42.45325331
Serving Up Sustainability (Special Dinner),Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration;ILR School,Robert Purcell Community Center (RPCC); Robert Purcell Marketplace Eatery,-76.477497,42.455934
A&S Student Briefing,Arts & Sciences,Bailey Hall,-76.47668889,42.45844167
Everything Econ,Arts & Sciences,Baker Laboratory; Baker Auditorium 200,-76.51018611,42.44296111
Pre-Medical/Pre-Dental Orientation: Preparing for Human Health Professions,Arts & Sciences,Klarman Hall; Rhodes-Rawlings Auditorium; KG70,-76.48302913,42.4490956
Choosing Your First Course in Computer Science,Arts & Sciences,Baker Laboratory; Baker Auditorium; 200,-76.51018611,42.44296111
Getting Involved in Music; Theatre; Film; and Dance at Cornell,Arts & Sciences,Goldwin Smith Hall; HEC Auditorium; 132,-76.483473,42.449063
Majoring in Physics,Arts & Sciences,Physical Sciences Building; 120,-76.481767,42.449892
A&S Academic Open House,Arts & Sciences,Physical Sciences Building,-76.481767,42.449892
Getting Involved in Research,Arts & Sciences,Klarman Hall; Rhodes Rawlings Auditorium; KG70,-76.48302913,42.4490956
Orientation Leader Meeting I: First-Year Students,Arts & Sciences,Arts Quad; Walk the loop around the quad,-76.484966,42.44211389
Meet Your Faculty Advisor,Arts & Sciences,Various locations,0,0
Biological Sciences: First-Year Student Advising Meeting,Arts & Sciences;Agriculture & Life Sciences,Kennedy Hall; Call Alumni Auditorium,-76.479259,42.448094
Meet Your Peer Advisor,Arts & Sciences,Various locations; visit as.cornell.edu/your-advisors,0,0
A&S Multicultural Students Welcome Lunch,Arts & Sciences,Clark Hall; 700,-76.481122,42.449819
Career Development for New Students: The Essentials,Arts & Sciences,Klarman Hall; Rhodes-Rawlings Auditorium,-76.48302913,42.4490956
Study Abroad Info Session,Arts & Sciences,Goldwin Smith Hall; HEC Auditorium; 132,-76.483473,42.449063
Getting Involved in Research,Arts & Sciences,Klarman Hall; KG70 Rhodes Rawlings Auditorium,-76.48302913,42.4490956
Orientation Leader Meeting I: First-Year Students,Agriculture & Life Sciences,Ag Quad; Walk the Loop Around the Quad to Find Your Group,-76.4785992,42.44874224
CALS Department Meetings for New Students,Agriculture & Life Sciences,Ag Quad; Varies by department,-76.4785992,42.44874224
Dean's Welcome and Information Session,Agriculture & Life Sciences,Bailey Hall,-76.47668889,42.45844167
CALS Department Meetings for New Students,Agriculture & Life Sciences,Ag Quad; Varies by department,-76.4785992,42.44874224
Ice Cream Social,Agriculture & Life Sciences,Ag Quad,-76.4785992,42.44874224
Engineering First-Year Student Academic Briefings,Engineering,Engineering Quad; Various locations,-76.48362705,42.44452444
Engineering Mathematics Advanced Standing Exam,Engineering,Olin Hall; 155,-76.474015,42.441053
Orientation Leader Meeting I: First-Year Students,Engineering,Engineering Quad; Find Your Group,-76.48362705,42.44452444
First-Year Student Group Meetings with Faculty/Peer Advisors,Engineering,Various locations,0,0
Drop-in Advising Hours,Engineering,Rhodes Hall; Engineering Advising Office,-76.481356,42.443425
Drop-in Advising Hours,Engineering,Rhodes Hall; Engineering Advising Office,-76.481356,42.443425
Drop-in Advising Hours,Engineering,Rhodes Hall; Engineering Advising Office,-76.481356,42.443425
Drop-in Advising Hours,Engineering,Rhodes Hall; Engineering Advising Office,-76.481356,42.443425
College of Human Ecology New Families Welcome Reception,Human Ecology,Martha Van Rensselaer Hall; Human Ecology Commons,-76.478671,42.450011
Human Ecology College Briefing for New Students,Human Ecology,Kennedy Hall; Call Alumni Auditorium,-76.479259,42.448094
Human Ecology Varsity Athletes Meeting,Human Ecology,Academic Surge Facility A; 109,-76.478316,42.448307
Orientation Leader Meeting I: First-Year Students,Human Ecology,Bailey Hall; Plaza in Front of Bailey to Find Your Group,-76.47668889,42.45844167
Human Ecology Academic Meetings for All New Students,Human Ecology,Human Ecology Building,-76.478616,42.450482
Human Ecology Pre-Medical/Pre-Health Orientation,Human Ecology,MVR - Martha Van Rensselaer Hall; G71,-76.46935278,42.44789722
Human Ecology Open House: Introduction to Advising and Career Planning Resources,Human Ecology,Academic Surge Facility A; 119,-76.478316,42.448307
Multicultural/Educational Opportunity Program (EOP) Orientation,Human Ecology,MVR - Martha Van Rensselaer Hall; G73,-76.46935278,42.44789722
THRIVE at Cornell: for All New Students in Human Ecology,Human Ecology,Uris Hall; G1 Uris Auditorium,-76.482197,42.447205
Dean's Drop-In Welcome,SC Johnson College of Business - Dyson School,Ag Quad; Tent,-76.4785992,42.44874224
Dyson Opening and Ice Cream Social,SC Johnson College of Business - Dyson School,Ag Quad; Tent,-76.4785992,42.44874224
Orientation Leader Meeting I: First-Year Students,SC Johnson College of Business - Dyson School,Ag Quad; End of Quad Near Kennedy Hall to Find Your Group,-76.4785992,42.44874224
Dyson Success! New Student Orientation Part I,SC Johnson College of Business - Dyson School,Warren Hall; B25,-76.477098,42.449213
Meet Your Dyson and Hotel School Ambassadors for Pizza on the Plaza,SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration,Statue of Hercules; Peter Plaza outside Statler Hotel,-76.48234655,42.44683056
Dyson Success! New Student Orientation Part II,SC Johnson College of Business - Dyson School,Warren Hall; B25,-76.477098,42.449213
Dyson Faculty and Student Connection Event,SC Johnson College of Business - Dyson School,Ag Quad; Tent,-76.4785992,42.44874224
Career Management Info Session for First-Year Students,SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration,Kennedy Hall; Call Alumni Auditorium,-76.479259,42.448094
Dyson Academic Advising and Registrar Drop-In,SC Johnson College of Business - Dyson School,Warren Hall; B34,-76.477098,42.449213
Dyson Academic Advising and Registrar Drop-In,SC Johnson College of Business - Dyson School,Warren Hall; B34,-76.477098,42.449213
SC Johnson College of Business Welcome Event,SC Johnson College of Business - Dyson School;SC Johnson College of Business - Hotel Administration,Statler Hall; Statler Auditorium,-76.48215482,42.44577564
Nestle Hotel Library Open House,SC Johnson College of Business - Hotel Administration,Statler Hall; G80,-76.48215482,42.44577564
Cornell Hotel Society Pinning Ceremony,SC Johnson College of Business - Hotel Administration,Statler Hall; Statler Auditorium,-76.48215482,42.44577564
Orientation Leader Meeting I: First-Year Students,SC Johnson College of Business - Hotel Administration,Peter Plaza; By the Herakles Sculpture to Find Your Group,-76.48222237,42.44687932
New Student Hotel School Orientation,SC Johnson College of Business - Hotel Administration,Statler Hall; Statler Auditorium,-76.48215482,42.44577564
Essentials for Hotel School Success,SC Johnson College of Business - Hotel Administration,Statler Hall; Statler Auditorium,-76.48215482,42.44577564
Optional Walk-In Advising for New Students,SC Johnson College of Business - Hotel Administration,Statler Hall; 180,-76.48215482,42.44577564
Orientation Leader Meeting I: Transfer and Exchange Students,Architecture; Art & Planning,Goldwin Smith Hall; 160,-76.483473,42.449063
Night at the Johnson: Welcome Transfer and Exchange Students!,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;ILR School;SC Johnson College of Business - Dyson School,Johnson Museum of Art,-76.48607233,42.45072827
Orientation Leader Meeting II: Transfer and Exchange Students,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;ILR School;SC Johnson College of Business - Dyson School,Location will be shared in Orientation Meeting I,0,0
Movie Night! Transfer and Exchange Students,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;ILR School;SC Johnson College of Business - Dyson School,Willard Straight Hall; Cornell Cinema,-76.485645,42.446558
WVBR-FM Open House: Student-run Radio Station and Recording Studio,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;ILR School;SC Johnson College of Business - Dyson School,Collegetown (Ctown); 604 East Buffalo Street,-76.48523348,42.44165579
Transfer Networking Event,Architecture; Art & Planning;Arts & Sciences;Agriculture & Life Sciences;Engineering;Human Ecology;ILR School;SC Johnson College of Business - Dyson School,Physical Sciences Building; Atrium,-76.481767,42.449892
Orientation Leader Meeting I: Transfer and Exchange Students,Arts & Sciences,McGraw Hall; 165,-76.48543029,42.44938934
Biological Sciences: Transfer Student Advising Meeting,Arts & Sciences;Agriculture & Life Sciences,Biotechnology Building; G10,-76.4745151,42.45641904
Orientation Leader Meeting I: Transfer and Exchange Students,Agriculture & Life Sciences,Uris Hall; G01,-76.482197,42.447205
Optional Transfer Student Credit Evaluations,Agriculture & Life Sciences,Roberts Hall; 140,-76.47944,42.448703
Engineering Transfer and Exchange Student Welcome; Academic Briefing; and Major Meeting,Engineering,Olin Hall; 245,-76.474015,42.441053
Orientation Leader Meeting I: Transfer and Exchange Students,Engineering,Goldwin Smith Hall; 142,-76.483473,42.449063
Orientation Leader Meeting I: Transfer and Exchange Students,Human Ecology,Goldwin Smith Hall; G76,-76.483473,42.449063
Human Ecology Transfer Student Advising Meeting,Human Ecology,MVR - Martha Van Rensselaer Hall; G71,-76.46935278,42.44789722
Orientation Leader Meeting I: Transfer and Exchange Students,ILR School,Goldwin Smith Hall; 132,-76.483473,42.449063
ILR New Student Orientation Meeting,ILR School,Ives Hall; 305,-76.481015,42.447248
ILR Catherwood Library Orientation Sessions,ILR School,Ives Hall; Catherwood Library,-76.481015,42.447248
Transfer Student Panel,ILR School,Ives Hall; 105 Ives Hall,-76.481015,42.447248
ILR Peer Mentor Gathering,ILR School,Ives Hall; Classrooms,-76.481015,42.447248
Student Experience Team Welcome BBQ,ILR School,Ives Hall; Harry C. Katz Courtyard,-76.481015,42.447248
Orientation Leader Meeting I: Transfer and Exchange Students,SC Johnson College of Business - Dyson School,Goldwin Smith Hall; G64,-76.483473,42.449063
Transfer Student Boot Camp,SC Johnson College of Business - Dyson School,Statler Hall; Statler Auditorium,-76.48215482,42.44577564
Dyson Academic Advising and Registrar Drop-In for Transfer Students,SC Johnson College of Business - Dyson School,Warren Hall; B32,-76.477098,42.449213
